X03.07.2018,X14.49.44,X0.001233,X0.000733,X0.003226,X0.001290,X0.002350,X0.000807,X0.002374,X0.415148,X211.931476,X209.731352,X206.512412,X206.383755,X
12-12-2020,15:22:31,-0.016924,-0.013798,0.089622,-0.015934,1.370986,4.173102,-2.194114,0.537709,-637.186037,726.197393,814.7316,643.497462,0.460371
12-12-2020,15:22:32,-0.015752,-0.016363,0.088743,-0.016756,1.372672,4.165519,-2.187727,0.537849,-637.109595,724.549911,811.687267,642.25099,0.45905
12-12-2020,15:22:33,-0.01594,-0.013403,0.096596,-0.013738,1.374069,4.157681,-2.183562,0.536096,-637.159303,722.697329,811.154676,644.589378,0.459845
12-12-2020,15:22:34,-0.02026,-0.010417,0.10348,-0.014914,1.377492,4.16862,-2.191384,0.535453,-637.172253,727.29098,815.644733,644.886794,0.460147
12-12-2020,15:22:35,-0.014708,-0.013334,0.100794,-0.012548,1.378465,4.159623,-2.189437,0.535082,-637.113354,725.054933,813.048194,642.664531,0.46032
12-12-2020,15:22:36,-0.012647,-0.013859,0.097068,-0.017975,1.379176,4.163277,-2.180569,0.535496,-637.096228,723.361501,811.355598,646.28448,0.460804
12-12-2020,15:22:36,-0.019209,-0.014964,0.10039,-0.011555,1.381116,4.169651,-2.188818,0.537012,-637.137164,726.540758,814.770448,644.281937,0.46029
12-12-2020,15:22:37,-0.01566,-0.011789,0.101618,-0.015714,1.380373,4.166179,-2.189247,0.535949,-637.103329,726.474341,813.14427,646.920666,0.459812
12-12-2020,15:22:38,-0.015464,-0.012258,0.093016,-0.011127,1.382302,4.165249,-2.193335,0.535496,-637.160974,723.653069,812.082847,645.369677,0.461245
12-12-2020,15:22:39,-0.019371,-0.015078,0.094715,-0.01672,1.385494,4.170717,-2.192952,0.534856,-637.107506,725.000629,814.09625,644.521708,0.460929
12-12-2020,15:22:40,-0.019456,-0.017353,0.098683,-0.017429,1.381873,4.17129,-2.185529,0.535209,-637.12881,725.931306,812.940005,644.967414,0.460971
12-12-2020,15:22:41,-0.015482,-0.013114,0.097049,-0.014259,1.381334,4.16957,-2.191396,0.534701,-637.120456,723.503943,812.022695,645.335424,0.460667
12-12-2020,15:22:42,-0.014991,-0.014463,0.096895,-0.015983,1.372923,4.162925,-2.197684,0.53504,-637.108759,728.381644,815.211559,645.728915,0.462178
12-12-2020,15:22:43,-0.016814,-0.016664,0.099457,-0.01421,1.376249,4.153484,-2.190962,0.534177,-637.12505,725.374487,813.82891,645.702181,0.461511
12-12-2020,15:22:44,-0.015047,-0.014537,0.098977,-0.0176,1.369798,4.156994,-2.187733,0.53415,-637.092468,725.597549,814.275869,642.500785,0.461879
12-12-2020,15:22:45,-0.017643,-0.013567,0.101859,-0.013293,1.369172,4.150064,-2.188719,0.533488,-637.113354,724.815162,811.331371,647.921102,0.462651
12-12-2020,15:22:46,-0.013186,-0.016124,0.099533,-0.011863,1.374931,4.146762,-2.184072,0.532834,-637.140088,724.685252,812.553615,645.283209,0.461571
12-12-2020,15:22:46,-0.016592,-0.013208,0.094511,-0.012602,1.376055,4.152304,-2.190664,0.533736,-637.139671,724.059509,811.839317,641.474033,0.462456
12-12-2020,15:22:47,-0.016066,-0.01381,0.097928,-0.021273,1.379882,4.178274,-2.188622,0.534743,-637.137164,728.196177,815.262103,645.171678,0.461949
12-12-2020,15:22:48,-0.0153,-0.014582,0.093194,-0.013394,1.381532,4.169083,-2.184163,0.532739,-637.117949,726.349443,812.755791,645.346702,0.461531
12-12-2020,15:22:49,-0.013634,-0.013433,0.098282,-0.016228,1.38027,4.166765,-2.190136,0.53138,-637.068241,725.757535,813.320129,646.215557,0.46075
12-12-2020,15:22:50,-0.017191,-0.015765,0.101085,-0.015788,1.379825,4.161994,-2.190796,0.532982,-637.137164,725.725371,813.602507,645.630333,0.460911
12-12-2020,15:22:51,-0.015648,-0.015604,0.094828,-0.013486,1.377463,4.158062,-2.183613,0.531725,-637.157633,725.692371,812.701488,642.792353,0.463255
12-12-2020,15:22:52,-0.020195,-0.012595,0.093876,-0.016302,1.371949,4.161584,-2.171531,0.531532,-637.09957,722.94796,810.038949,644.451531,0.462818
12-12-2020,15:22:53,-0.01625,-0.016805,0.097865,-0.015364,1.371536,4.166221,-2.176471,0.531144,-637.136329,724.322672,812.827639,643.567221,0.462518
12-12-2020,15:22:54,-0.01784,-0.015294,0.097527,-0.010509,1.375413,4.162815,-2.180468,0.531976,-637.215695,724.842732,812.516856,646.712642,0.464218
12-12-2020,15:22:55,-0.012279,-0.014549,0.098371,-0.016336,1.373702,4.162018,-2.181069,0.531509,-637.150531,722.944201,810.262847,644.751453,0.464184
12-12-2020,15:22:55,-0.013143,-0.014665,0.094694,-0.016383,1.373177,4.165903,-2.186425,0.531356,-637.19481,727.046615,813.690645,643.229704,0.463507
12-12-2020,15:22:56,-0.019457,-0.013989,0.097589,-0.012041,1.376336,4.166596,-2.186864,0.532432,-637.102911,725.465132,813.942112,642.489507,0.463243
12-12-2020,15:22:57,-0.015878,-0.01178,0.09599,-0.011538,1.376188,4.162765,-2.184094,0.532179,-637.217784,725.982268,814.677715,646.179215,0.464715
12-12-2020,15:22:58,-0.016931,-0.016814,0.10481,-0.01784,1.375586,4.179091,-2.192595,0.531113,-637.151784,726.923806,814.069934,643.526702,0.464067
12-12-2020,15:22:59,-0.017916,-0.014695,0.100065,-0.011374,1.378898,4.16765,-2.191355,0.532209,-637.160139,725.497714,810.78583,645.697586,0.464739
12-12-2020,15:23:00,-0.01279,-0.013547,0.0977,-0.012914,1.37937,4.16385,-2.194496,0.530986,-637.107924,726.760478,812.421199,641.532514,0.46363
12-12-2020,15:23:01,-0.017081,-0.014962,0.101938,-0.015817,1.376785,4.160419,-2.188335,0.531191,-637.14719,723.103351,810.449567,643.210071,0.463389
12-12-2020,15:23:02,-0.017151,-0.015289,0.099168,-0.012709,1.374298,4.149328,-2.177174,0.531147,-637.159303,722.78129,810.601199,644.075584,0.463602
12-12-2020,15:23:03,-0.016237,-0.016277,0.096855,-0.012411,1.379641,4.155978,-2.182443,0.529851,-637.191468,724.829365,812.914524,643.618183,0.464314
12-12-2020,15:23:04,-0.013332,-0.012755,0.096748,-0.018832,1.384246,4.143202,-2.180457,0.530484,-637.17643,723.704031,810.084898,644.423126,0.464948
12-12-2020,15:23:05,-0.014641,-0.012572,0.096268,-0.014133,1.381249,4.173128,-2.187648,0.530139,-637.178936,728.20662,813.870682,645.679206,0.465517
12-12-2020,15:23:05,-0.016791,-0.012357,0.096559,-0.013551,1.37934,4.167236,-2.188589,0.529854,-637.155126,723.63636,809.650889,642.964871,0.465389
12-12-2020,15:23:06,-0.014896,-0.013581,0.097296,-0.012292,1.379859,4.18153,-2.188829,0.530026,-637.09957,725.712004,812.859803,644.831655,0.46553
12-12-2020,15:23:07,-0.017661,-0.01352,0.098384,-0.020613,1.375793,4.181453,-2.186736,0.529379,-637.125468,723.204439,811.775823,645.088134,0.46501
12-12-2020,15:23:08,-0.015429,-0.013057,0.101636,-0.014764,1.374448,4.169164,-2.191905,0.529803,-637.117532,723.219477,810.303783,643.719688,0.463058
12-12-2020,15:23:09,-0.015936,-0.015397,0.104025,-0.013628,1.370822,4.166777,-2.189056,0.529775,-637.128392,724.937971,814.509792,645.323728,0.465466
12-12-2020,15:23:10,-0.015278,-0.011944,0.10615,-0.01427,1.374329,4.173755,-2.189056,0.530451,-637.166822,725.436728,812.21777,645.547625,0.465857
12-12-2020,15:23:11,-0.012939,-0.016214,0.098943,-0.017382,1.376792,4.166248,-2.184621,0.528652,-637.122544,722.929163,809.583636,642.070117,0.465431
12-12-2020,15:23:12,-0.014764,-0.014982,0.097498,-0.014192,1.381729,4.16008,-2.187734,0.528764,-637.155962,724.633872,811.152587,643.725536,0.466311
12-12-2020,15:23:13,-0.016012,-0.016619,0.09536,-0.014777,1.378799,4.169037,-2.190928,0.529219,-637.155962,727.337347,814.827676,645.153716,0.46605
12-12-2020,15:23:14,-0.014584,-0.014802,0.096058,-0.018015,1.378256,4.161121,-2.182217,0.529194,-637.193139,721.79255,809.796255,642.955263,0.465467
12-12-2020,15:23:15,-0.014409,-0.015182,0.093409,-0.014082,1.383716,4.180042,-2.185091,0.528375,-637.129645,725.442993,811.856443,645.342107,0.466151
12-12-2020,15:23:16,-0.013796,-0.01542,0.090089,-0.014744,1.380523,4.171458,-2.18043,0.529565,-637.150114,722.727405,811.610824,642.575557,0.465888
12-12-2020,15:23:16,-0.01616,-0.013305,0.092494,-0.014439,1.382515,4.168591,-2.189707,0.528763,-637.126304,723.873207,811.58409,645.702181,0.46529
12-12-2020,15:23:17,-0.01458,-0.01654,0.088859,-0.010668,1.379275,4.174305,-2.183975,0.528023,-637.171,721.859803,808.898578,642.700037,0.464802
12-12-2020,15:23:18,-0.015696,-0.014479,0.090217,-0.013859,1.381777,4.167759,-2.185773,0.527023,-637.130899,724.625518,811.439142,642.100193,0.466872
12-12-2020,15:23:19,-0.013383,-0.010283,0.089593,-0.0141,1.37855,4.180894,-2.189727,0.528495,-637.103747,726.254203,813.884049,645.579789,0.465908
12-12-2020,15:23:20,-0.017124,-0.014227,0.085266,-0.013596,1.379621,4.170806,-2.187318,0.527682,-637.147607,722.640519,810.778729,644.085192,0.46625
12-12-2020,15:23:21,-0.017562,-0.014924,0.090737,-0.017306,1.374515,4.167786,-2.186606,0.526388,-637.126721,724.374051,812.991802,645.096906,0.466439
12-12-2020,15:23:22,-0.015462,-0.015191,0.09317,-0.013745,1.373453,4.165293,-2.184783,0.527549,-637.141342,723.291325,811.269966,642.727606,0.467302
12-12-2020,15:23:23,-0.016753,-0.013926,0.096234,-0.010576,1.38034,4.170516,-2.186552,0.526185,-637.202746,724.826441,813.702759,644.368405,0.466274
12-12-2020,15:23:24,-0.013233,-0.013114,0.102481,-0.013888,1.37969,4.179264,-2.196413,0.527005,-637.106671,724.210723,812.269984,644.976186,0.466672
12-12-2020,15:23:25,-0.012707,-0.015862,0.091172,-0.011982,1.382679,4.176295,-2.193219,0.526326,-637.132569,724.679404,811.535635,644.632403,0.465762
12-12-2020,15:23:26,-0.015094,-0.013316,0.090217,-0.017263,1.37467,4.169895,-2.189265,0.528115,-637.183949,723.561171,811.303801,644.064724,0.46741
12-12-2020,15:23:27,-0.015988,-0.018466,0.094185,-0.015496,1.376581,4.167213,-2.19065,0.526894,-637.144683,726.020698,813.204421,644.996654,0.466321
12-12-2020,15:23:28,-0.019059,-0.013724,0.094998,-0.015943,1.376183,4.158194,-2.182113,0.525897,-637.127139,724.137623,812.557793,644.83625,0.468187
12-12-2020,15:23:28,-0.018235,-0.015496,0.093886,-0.012582,1.379004,4.162264,-2.181793,0.52597,-637.117114,722.401584,810.066936,644.102318,0.467693
12-12-2020,15:23:29,-0.018226,-0.01308,0.101285,-0.011995,1.378878,4.1718,-2.18327,0.525738,-637.143848,726.71244,815.284242,645.263576,0.467829
12-12-2020,15:23:30,-0.014003,-0.014796,0.101563,-0.015756,1.376118,4.16048,-2.188598,0.525425,-637.145101,723.39659,809.903191,641.758917,0.46785
12-12-2020,15:23:31,-0.019533,-0.014133,0.096732,-0.015651,1.373981,4.163593,-2.188813,0.524593,-637.103747,723.769195,812.165973,643.985357,0.467321
12-12-2020,15:23:32,-0.017027,-0.01372,0.094453,-0.012507,1.36859,4.165522,-2.189712,0.525557,-637.134658,726.695731,813.714038,643.858371,0.467413
12-12-2020,15:23:33,-0.016726,-0.015817,0.09717,-0.014681,1.370087,4.157129,-2.185446,0.526261,-637.146354,723.3544,811.188511,641.758917,0.467485
12-12-2020,15:23:34,-0.016545,-0.0165,0.096567,-0.015013,1.377347,4.175423,-2.186642,0.525178,-637.185202,724.149319,810.995943,643.58017,0.46808
12-12-2020,15:23:35,-0.015022,-0.014833,0.093107,-0.01077,1.372191,4.170933,-2.182899,0.52567,-637.164316,723.768777,812.284605,642.626519,0.469113
12-12-2020,15:23:36,-0.015431,-0.014447,0.082226,-0.014176,1.373583,4.18124,-2.181703,0.523865,-637.109177,722.008929,810.085734,645.238931,0.468752
12-12-2020,15:23:37,-0.014991,-0.01524,0.088198,-0.010718,1.37666,4.184445,-2.190462,0.524209,-637.123797,727.109273,815.156838,643.041731,0.468248
12-12-2020,15:23:38,-0.01447,-0.0172,0.092654,-0.013872,1.377461,4.170015,-2.18142,0.525702,-637.11962,723.671031,812.076163,642.793188,0.468096
12-12-2020,15:23:38,-0.01661,-0.018046,0.09964,-0.012317,1.376911,4.175751,-2.186811,0.524092,-637.090798,724.899124,813.287129,646.051811,0.468861
12-12-2020,15:23:39,-0.015956,-0.013318,0.092853,-0.014546,1.373348,4.154913,-2.185814,0.524339,-637.172253,723.99894,812.892803,643.171224,0.468987
12-12-2020,15:23:40,-0.015171,-0.013967,0.100663,-0.016531,1.382533,4.157125,-2.183001,0.522854,-637.089127,723.072022,811.061524,644.410177,0.468023
12-12-2020,15:23:41,-0.015458,-0.016032,0.101754,-0.013718,1.383209,4.162527,-2.182576,0.525195,-637.12338,722.978453,811.796292,645.34336,0.468554
12-12-2020,15:23:42,-0.018186,-0.013253,0.102407,-0.012508,1.379504,4.155052,-2.191905,0.523875,-637.154709,723.318894,810.68516,641.560501,0.468717
12-12-2020,15:23:43,-0.013819,-0.018475,0.102607,-0.012851,1.381657,4.155834,-2.182534,0.524013,-637.077431,721.72488,808.840932,640.683709,0.468819
12-12-2020,15:23:44,-0.020408,-0.014719,0.105282,-0.015406,1.374221,4.157717,-2.186631,0.523465,-637.179772,724.077889,811.450003,641.304857,0.468741
12-12-2020,15:23:45,-0.016641,-0.01768,0.094553,-0.013231,1.378795,4.158157,-2.184089,0.52293,-637.159721,723.83603,810.169695,646.004191,0.468811
12-12-2020,15:23:46,-0.012918,-0.015938,0.094733,-0.01021,1.379131,4.165838,-2.1858,0.524551,-637.150531,725.84818,814.4204,643.400551,0.468257
12-12-2020,15:23:47,-0.012049,-0.010559,0.092399,-0.013879,1.376936,4.166164,-2.176251,0.52362,-637.201075,722.533165,810.065266,641.937283,0.468637
12-12-2020,15:23:48,-0.017351,-0.014549,0.092428,-0.01172,1.373518,4.179193,-2.187397,0.521966,-637.136747,723.503943,812.372326,644.742263,0.468169
12-12-2020,15:23:48,-0.015307,-0.013599,0.099976,-0.014014,1.376352,4.186602,-2.191294,0.521709,-637.140924,724.985174,811.894038,643.71927,0.470073
12-12-2020,15:23:49,-0.019919,-0.012449,0.096095,-0.014553,1.376868,4.187111,-2.184137,0.522089,-637.169746,724.802631,813.246611,642.324926,0.469877
12-12-2020,15:23:50,-0.014939,-0.015413,0.096711,-0.011223,1.368511,4.177634,-2.181581,0.522251,-637.150531,722.62757,810.782906,644.337494,0.469982
12-12-2020,15:23:51,-0.018817,-0.0118,0.095877,-0.017092,1.372876,4.190573,-2.180528,0.521236,-637.143012,724.147648,812.731146,645.342107,0.469131
12-12-2020,15:23:52,-0.018074,-0.011115,0.094377,-0.014375,1.37346,4.184888,-2.185055,0.52163,-637.118785,725.711586,813.654722,646.347974,0.468888
12-12-2020,15:23:53,-0.016437,-0.014549,0.092664,-0.016434,1.376677,4.172342,-2.173476,0.52232,-637.130481,721.776677,808.964995,642.221332,0.469214
12-12-2020,15:23:54,-0.01702,-0.017488,0.098271,-0.01427,1.377223,4.178342,-2.185769,0.521007,-637.106671,724.753758,811.475066,643.273565,0.470894
12-12-2020,15:23:55,-0.017113,-0.014851,0.096858,-0.019513,1.377039,4.182422,-2.182489,0.523174,-637.104582,724.657682,812.215263,643.903067,0.470013
12-12-2020,15:23:56,-0.015467,-0.015509,0.10236,-0.017263,1.379033,4.166832,-2.184714,0.521398,-637.129228,723.853574,813.483875,645.03759,0.469979
12-12-2020,15:23:57,-0.01453,-0.016957,0.099892,-0.017425,1.38274,4.15517,-2.182596,0.521122,-637.118785,724.005206,812.130466,644.284861,0.470307
12-12-2020,15:23:58,-0.01945,-0.01841,0.100275,-0.01581,1.386438,4.17068,-2.185262,0.521631,-637.094139,723.779638,811.040221,641.887574,0.470739
12-12-2020,15:23:59,-0.015146,-0.011089,0.094463,-0.01528,1.381749,4.173325,-2.177091,0.52042,-637.199404,722.620886,810.261176,643.731802,0.470212
12-12-2020,15:23:59,-0.014349,-0.012817,0.08957,-0.012925,1.383754,4.176344,-2.177252,0.519381,-637.168493,722.456723,810.288327,643.249755,0.471373
12-12-2020,15:24:00,-0.014445,-0.013396,0.093897,-0.017032,1.373949,4.173308,-2.181485,0.521293,-637.135911,722.036916,809.658408,641.398008,0.470774
12-12-2020,15:24:01,-0.014416,-0.015429,0.095859,-0.016273,1.381875,4.179012,-2.184927,0.518657,-637.173924,723.985991,811.176397,645.858407,0.471681
12-12-2020,15:24:02,-0.01231,-0.017326,0.102294,-0.015476,1.383121,4.173775,-2.184045,0.521215,-637.134658,724.268369,811.484256,643.377159,0.472307
12-12-2020,15:24:03,-0.015579,-0.013891,0.103312,-0.014335,1.379949,4.175061,-2.184759,0.518744,-637.124633,726.888717,812.427882,644.170824,0.471678
12-12-2020,15:24:04,-0.020498,-0.01628,0.110262,-0.011259,1.379423,4.166655,-2.186023,0.520458,-637.203582,723.523576,811.828456,643.139059,0.470001
12-12-2020,15:24:05,-0.015343,-0.018538,0.112069,-0.014396,1.373211,4.176255,-2.192278,0.51908,-637.104165,726.072913,815.511063,645.003755,0.47048
12-12-2020,15:24:06,-0.017808,-0.014586,0.102229,-0.01707,1.374035,4.161099,-2.188858,0.518235,-637.142595,721.950866,810.603287,642.905137,0.469925
12-12-2020,15:24:07,-0.02099,-0.015574,0.104466,-0.01533,1.373711,4.163244,-2.19166,0.519942,-637.092468,723.876548,811.380244,644.043838,0.472183
12-12-2020,15:24:08,-0.015669,-0.017918,0.102738,-0.012658,1.37172,4.164192,-2.192408,0.519182,-637.15262,724.109218,811.614166,642.126927,0.471557
12-12-2020,15:24:09,-0.016024,-0.015871,0.091555,-0.015467,1.376785,4.171349,-2.185854,0.51735,-637.132569,723.017301,809.681382,642.846239,0.472036
12-12-2020,15:24:10,-0.017544,-0.017148,0.086779,-0.015285,1.376617,4.165456,-2.186411,0.518692,-637.064481,722.766252,811.558192,642.767707,0.472289
12-12-2020,15:24:10,-0.016836,-0.01337,0.081353,-0.013356,1.378204,4.187384,-2.18598,0.518754,-637.134658,724.988933,813.113776,644.098559,0.471729
12-12-2020,15:24:11,-0.016872,-0.015878,0.085814,-0.014775,1.379471,4.169466,-2.190334,0.520016,-637.104165,722.976365,810.551908,643.855029,0.472961
12-12-2020,15:24:12,-0.012979,-0.014465,0.087471,-0.017005,1.378319,4.18177,-2.189092,0.518157,-637.132987,724.699036,813.704012,643.77608,0.472428
12-12-2020,15:24:13,-0.014156,-0.013875,0.091917,-0.017734,1.37361,4.172557,-2.184601,0.517375,-637.094975,722.711531,811.963379,641.354983,0.471078
12-12-2020,15:24:14,-0.018426,-0.015592,0.093294,-0.013217,1.371174,4.157756,-2.180879,0.517345,-637.171835,722.631329,810.688919,639.853702,0.472235
12-12-2020,15:24:15,-0.016201,-0.016345,0.088854,-0.014268,1.374675,4.159932,-2.177715,0.515621,-637.103329,722.721139,809.851811,644.07642,0.470963
12-12-2020,15:24:16,-0.017189,-0.013264,0.096373,-0.017169,1.374508,4.15645,-2.177201,0.518761,-637.171417,721.131719,809.483384,641.863347,0.471112
12-12-2020,15:24:17,-0.018067,-0.014695,0.104217,-0.01096,1.374751,4.157232,-2.183625,0.516962,-637.160139,720.708571,809.132082,645.692573,0.471084
12-12-2020,15:24:18,-0.016691,-0.013594,0.106543,-0.014551,1.375305,4.163163,-2.185757,0.516552,-637.118785,722.945871,810.9525,643.678752,0.47336
12-12-2020,15:24:19,-0.016475,-0.01253,0.102895,-0.012061,1.375095,4.160793,-2.180286,0.518799,-637.135493,722.17894,810.713147,644.997072,0.472899
12-12-2020,15:24:20,-0.017389,-0.013031,0.099121,-0.014829,1.37146,4.165404,-2.188052,0.518792,-637.12505,724.198192,813.132156,644.63115,0.472197
12-12-2020,15:24:20,-0.016897,-0.013439,0.085575,-0.01559,1.376044,4.17743,-2.189777,0.517276,-637.106671,723.045288,812.485527,644.838756,0.472388
12-12-2020,15:24:21,-0.017615,-0.013401,0.087731,-0.015253,1.380267,4.180943,-2.185286,0.518362,-637.197316,723.250806,810.650072,644.273583,0.472984
12-12-2020,15:24:22,-0.014933,-0.014128,0.091117,-0.015898,1.377394,4.170225,-2.186766,0.516498,-637.131734,722.397407,810.162176,642.11899,0.473028
12-12-2020,15:24:23,-0.018422,-0.016407,0.092444,-0.010817,1.375683,4.175139,-2.187742,0.516798,-637.088291,723.821827,811.719431,643.077237,0.473105
12-12-2020,15:24:24,-0.015355,-0.013291,0.100975,-0.015574,1.369115,4.177424,-2.181887,0.516082,-637.17643,722.640101,810.056494,642.555506,0.47399
12-12-2020,15:24:25,-0.017265,-0.012359,0.101912,-0.014928,1.365078,4.17474,-2.17844,0.516964,-637.11419,721.393629,808.995906,642.527937,0.473759
12-12-2020,15:24:26,-0.016205,-0.01757,0.110223,-0.012833,1.370727,4.156265,-2.180831,0.516034,-637.156379,722.528571,809.610788,643.846675,0.473552
12-12-2020,15:24:27,-0.014461,-0.015613,0.10685,-0.019403,1.369252,4.165364,-2.183038,0.517444,-637.154291,723.415387,811.543154,642.0367,0.472986
12-12-2020,15:24:28,-0.01427,-0.012402,0.093286,-0.01167,1.374412,4.149971,-2.182271,0.516188,-637.09581,724.05575,812.170985,643.225109,0.473646
12-12-2020,15:24:29,-0.017645,-0.013689,0.095851,-0.010864,1.373561,4.166112,-2.185107,0.515044,-637.140506,725.166464,811.501382,642.748492,0.473364
12-12-2020,15:24:30,-0.018309,-0.014944,0.099315,-0.015821,1.377582,4.148582,-2.18294,0.517058,-637.160139,722.079523,809.795002,640.471508,0.473176
12-12-2020,15:24:30,-0.017497,-0.014961,0.096732,-0.015575,1.378361,4.177024,-2.183286,0.51574,-637.150949,723.007694,811.651761,642.369204,0.473757
12-12-2020,15:24:31,-0.01361,-0.018339,0.096179,-0.014641,1.379132,4.170115,-2.18591,0.515565,-637.140924,722.8381,810.911146,642.97406,0.474089
12-12-2020,15:24:32,-0.01464,-0.016113,0.086483,-0.015671,1.382297,4.167659,-2.181628,0.516103,-637.140506,722.38028,810.041873,643.906408,0.474369
12-12-2020,15:24:33,-0.015031,-0.017506,0.093286,-0.016944,1.380896,4.174427,-2.180025,0.51496,-637.081608,722.759987,811.099119,646.750237,0.474297
12-12-2020,15:24:34,-0.01656,-0.014991,0.095549,-0.014717,1.381047,4.164107,-2.180831,0.517018,-637.133405,722.261231,809.485472,643.542993,0.474781
12-12-2020,15:24:35,-0.013837,-0.01654,0.097715,-0.011767,1.37969,4.161045,-2.180946,0.515997,-637.177265,723.906207,812.527717,643.3404,0.474458
12-12-2020,15:24:36,-0.016288,-0.014539,0.102426,-0.013249,1.379385,4.152081,-2.179293,0.514841,-637.117532,724.498114,812.150517,642.860859,0.475078
12-12-2020,15:24:37,-0.017753,-0.013498,0.1014,-0.015049,1.379679,4.165857,-2.179417,0.515541,-637.150114,723.619652,813.087877,644.162888,0.476746
12-12-2020,15:24:38,-0.01674,-0.012777,0.099656,-0.016012,1.37965,4.166164,-2.182688,0.515583,-637.135911,723.158908,812.628805,644.845022,0.473365
12-12-2020,15:24:39,-0.01621,-0.013349,0.104015,-0.016572,1.378689,4.154855,-2.188129,0.515154,-637.103329,723.000175,811.832633,641.782727,0.475994
12-12-2020,15:24:40,-0.011578,-0.014798,0.102698,-0.015803,1.381276,4.146244,-2.187167,0.516251,-637.112519,722.561988,809.157981,642.416406,0.474143
12-12-2020,15:24:40,-0.016567,-0.015786,0.100065,-0.014021,1.376727,4.153131,-2.184482,0.51267,-637.131316,723.506032,811.165119,644.650365,0.475252
12-12-2020,15:24:41,-0.014854,-0.01639,0.101576,-0.010265,1.377777,4.156257,-2.189262,0.514951,-637.166822,722.779202,809.523485,642.565114,0.475267
12-12-2020,15:24:42,-0.013628,-0.014005,0.09412,-0.014165,1.376394,4.161179,-2.186483,0.5147,-637.117532,722.866087,811.83138,640.592229,0.474208
12-12-2020,15:24:43,-0.016641,-0.013475,0.102806,-0.016087,1.36929,4.154258,-2.184247,0.513772,-637.102911,722.501419,811.528952,642.207129,0.475226
12-12-2020,15:24:44,-0.017407,-0.014535,0.102617,-0.011017,1.369317,4.154591,-2.181105,0.513739,-637.155544,723.99351,812.055695,641.207111,0.476318
12-12-2020,15:24:45,-0.015417,-0.01317,0.105887,-0.012981,1.371318,4.14985,-2.177569,0.513986,-637.113354,721.740753,808.056457,643.743916,0.475432
12-12-2020,15:24:46,-0.018727,-0.015718,0.103968,-0.014688,1.371787,4.159588,-2.18648,0.514516,-637.141759,723.532348,812.023113,641.692917,0.475931
12-12-2020,15:24:47,-0.011962,-0.01266,0.098214,-0.014041,1.365916,4.16538,-2.187145,0.51306,-637.110848,722.567001,810.673464,641.382135,0.475589
12-12-2020,15:24:48,-0.016881,-0.01354,0.091943,-0.016042,1.372147,4.16377,-2.188292,0.513332,-637.173506,723.015213,809.838444,645.002084,0.475296
12-12-2020,15:24:49,-0.015707,-0.013837,0.086158,-0.013329,1.378106,4.165594,-2.190634,0.51256,-637.150531,722.936682,811.518926,641.663259,0.475809
12-12-2020,15:24:50,-0.017319,-0.014407,0.091109,-0.014771,1.378146,4.165846,-2.184453,0.512405,-637.165151,723.494754,810.059,644.696732,0.476007
12-12-2020,15:24:50,-0.017196,-0.020599,0.086446,-0.01249,1.373821,4.166606,-2.18968,0.512506,-637.121709,723.480134,812.317604,642.422254,0.4756
12-12-2020,15:24:51,-0.019773,-0.012013,0.086724,-0.008127,1.371657,4.147017,-2.187981,0.513847,-637.209847,721.030632,809.220221,644.07099,0.475477
12-12-2020,15:24:52,-0.013862,-0.012763,0.091419,-0.017245,1.377749,4.160686,-2.18713,0.510878,-637.108759,724.260014,812.627552,642.232192,0.475218
12-12-2020,15:24:53,-0.017128,-0.014348,0.093574,-0.014057,1.375618,4.149625,-2.183981,0.512661,-637.105835,721.886119,808.856806,641.152807,0.477304
12-12-2020,15:24:54,-0.019041,-0.013583,0.096202,-0.013278,1.376307,4.156388,-2.183467,0.512448,-637.078684,724.175217,812.04567,642.227597,0.47717
12-12-2020,15:24:55,-0.017607,-0.014548,0.099045,-0.013435,1.375579,4.167262,-2.183752,0.513558,-637.126304,723.127579,810.586161,643.272729,0.475864
12-12-2020,15:24:56,-0.014968,-0.017981,0.10557,-0.01493,1.377046,4.159987,-2.180856,0.513661,-637.125886,723.346464,812.115429,644.518366,0.476316
12-12-2020,15:24:57,-0.020115,-0.016228,0.095413,-0.013213,1.372562,4.16062,-2.188724,0.514053,-637.164316,723.257907,810.221492,640.350788,0.476695
12-12-2020,15:24:58,-0.016324,-0.01848,0.097768,-0.015613,1.381282,4.164075,-2.184462,0.51297,-637.132987,723.864017,812.002227,643.976167,0.476783
12-12-2020,15:24:59,-0.01491,-0.015099,0.098665,-0.015281,1.378893,4.160935,-2.182105,0.511578,-637.087456,721.320528,809.399422,644.517531,0.476746
12-12-2020,15:25:00,-0.020161,-0.012242,0.092024,-0.013992,1.378658,4.151742,-2.182855,0.511925,-637.138835,722.066574,809.940368,639.713349,0.475887
12-12-2020,15:25:01,-0.018026,-0.01687,0.094424,-0.013872,1.377757,4.149993,-2.179578,0.512601,-637.155544,725.142236,812.685197,641.905954,0.477028
12-12-2020,15:25:02,-0.017,-0.017717,0.098979,-0.015831,1.37432,4.14404,-2.182253,0.510578,-637.187708,722.807607,810.117898,642.204205,0.477223
12-12-2020,15:25:03,-0.016087,-0.014842,0.09321,-0.013751,1.378096,4.154095,-2.181716,0.511489,-637.139253,722.983884,811.747001,643.672486,0.476564
