09-12-2019,15:51:03,	0.000926	,	0.000715	,	0.001893	,	0.000183	,	0.001929	,	0.000580	,	0.002314	,	0.105926	,	1.431423	,	3.540735	,	4.862564	,	-27.764101	,
09-12-2019,15:51:03,	0.001323	,	0.001323	,	0.001497	,	-0.000158	,	0.001604	,	0.000706	,	0.002269	,	0.106019	,	0.460979	,	4.733739	,	4.863566	,	-27.869366	,
09-12-2019,15:51:04,	0.001087	,	0.000924	,	0.001854	,	-0.000453	,	0.001838	,	0.000819	,	0.001883	,	0.105934	,	0.476017	,	5.151291	,	4.343256	,	-28.846827	,
09-12-2019,15:51:05,	0.001175	,	0.000959	,	0.001523	,	-0.000374	,	0.001853	,	0.000806	,	0.001790	,	0.106023	,	0.162227	,	4.807425	,	4.652033	,	-27.135016	,
09-12-2019,15:51:06,	0.000715	,	0.000565	,	0.001749	,	0.004673	,	0.001947	,	0.000685	,	0.002834	,	0.105974	,	0.278520	,	4.721208	,	4.634991	,	-27.885406	,
09-12-2019,15:51:07,	0.001207	,	0.000953	,	0.001552	,	0.004465	,	0.000679	,	0.000656	,	0.001923	,	0.106102	,	0.209345	,	4.553285	,	4.016934	,	-28.155085	,
09-12-2019,15:51:08,	0.000840	,	0.000874	,	0.002114	,	0.000405	,	0.000960	,	0.000731	,	0.002534	,	0.106082	,	0.808354	,	3.630962	,	4.736246	,	-28.838807	,
09-12-2019,15:51:09,	0.001252	,	0.000993	,	0.001817	,	0.002960	,	0.001261	,	0.000976	,	0.002067	,	0.106037	,	0.405339	,	4.051521	,	5.104172	,	-28.120498	,
09-12-2019,15:51:10,	0.000942	,	0.001016	,	0.001408	,	0.003818	,	0.001624	,	0.000910	,	0.001416	,	0.106037	,	0.294059	,	4.308669	,	4.813941	,	-29.599222	,
09-12-2019,15:51:11,	0.001047	,	0.000780	,	0.001775	,	0.000645	,	0.001364	,	0.000689	,	0.002545	,	0.105946	,	0.091047	,	3.851518	,	4.652033	,	-27.894429	,
09-12-2019,15:51:12,	0.001101	,	0.000717	,	0.001526	,	-0.000450	,	0.001422	,	0.000639	,	0.003508	,	0.106000	,	0.455966	,	3.509657	,	4.517194	,	-28.173632	,
09-12-2019,15:51:13,	0.001305	,	0.001517	,	0.001364	,	0.002998	,	0.001265	,	0.000620	,	0.001977	,	0.105960	,	-0.110460	,	3.651013	,	4.266061	,	-28.097440	,
09-12-2019,15:51:14,	0.000993	,	0.001627	,	0.001697	,	0.002828	,	0.001265	,	0.000757	,	0.001860	,	0.106026	,	0.262479	,	3.678582	,	3.216919	,	-29.613257	,
09-12-2019,15:51:15,	0.000825	,	0.001110	,	0.001959	,	0.002421	,	0.001517	,	0.000715	,	0.001654	,	0.106005	,	1.513630	,	4.996902	,	4.346263	,	-28.421757	,
09-12-2019,15:51:16,	0.000957	,	0.001023	,	0.001353	,	0.002094	,	0.001415	,	0.000691	,	0.003001	,	0.105997	,	0.375764	,	4.601406	,	4.428972	,	-28.066362	,
09-12-2019,15:51:17,	0.000827	,	0.000661	,	0.001838	,	0.000771	,	0.001245	,	0.000944	,	0.001124	,	0.105970	,	0.844946	,	4.006909	,	4.275585	,	-29.725540	,
09-12-2019,15:51:17,	0.001126	,	0.001270	,	0.001933	,	0.000342	,	0.001251	,	0.000427	,	0.003039	,	0.106013	,	0.494062	,	4.988882	,	5.049535	,	-28.448825	,
09-12-2019,15:51:18,	0.001101	,	0.000605	,	0.001552	,	0.001442	,	0.001151	,	0.000670	,	0.000457	,	0.106046	,	0.437921	,	4.273580	,	4.539249	,	-28.787678	,
09-12-2019,15:51:19,	0.000940	,	0.001278	,	0.001497	,	0.000821	,	0.001216	,	0.000628	,	0.001388	,	0.105958	,	0.339674	,	3.942747	,	4.756296	,	-28.640307	,
09-12-2019,15:51:20,	0.001285	,	0.000749	,	0.001547	,	0.001054	,	0.001444	,	0.000347	,	0.003090	,	0.106051	,	0.462483	,	4.064554	,	3.788860	,	-28.307970	,
09-12-2019,15:51:21,	0.001224	,	0.001065	,	0.001922	,	0.001126	,	0.001218	,	0.000747	,	0.003494	,	0.106027	,	0.264484	,	4.502657	,	5.282120	,	-27.790668	,
09-12-2019,15:51:22,	0.001072	,	0.001128	,	0.001280	,	0.000802	,	0.001186	,	0.000746	,	0.002127	,	0.106057	,	0.976277	,	4.123703	,	4.907176	,	-28.904472	,
09-12-2019,15:51:23,	0.000998	,	0.000816	,	0.001398	,	0.001097	,	0.001316	,	0.000630	,	0.000565	,	0.106045	,	0.938181	,	5.015449	,	4.548272	,	-28.617750	,
09-12-2019,15:51:24,	0.000760	,	0.001007	,	0.001812	,	0.000607	,	0.001088	,	0.000583	,	0.002830	,	0.106048	,	0.093554	,	5.214450	,	4.816949	,	-29.663384	,
09-12-2019,15:51:25,	0.000823	,	0.000971	,	0.001592	,	0.000645	,	0.001150	,	0.000531	,	0.002695	,	0.105989	,	0.122126	,	3.732718	,	4.274082	,	-28.610231	,
09-12-2019,15:51:26,	0.001029	,	0.000708	,	0.001529	,	0.000928	,	0.001287	,	0.000479	,	0.002960	,	0.105995	,	0.105584	,	3.715675	,	4.312679	,	-27.914981	,
