Date,Time,F1,F2,F3,F4,F5,F6,F7,Top Tank,P1,P2,P3,Unknown
05-12-2019,12:36:05,0.0008320000000000001,0.0009710000000000001,0.000975,0.0009710000000000001,0.000814,0.0010220000000000001,0.000223,0.021194,8.167888,11.772966,14.421135000000001,-49.101335
05-12-2019,12:36:06,0.00054,0.000677,0.000553,0.0010609999999999999,0.001068,0.001282,5.9e-05,0.021252,8.190946,12.879753,14.528405,-49.929921
05-12-2019,12:36:07,0.001078,0.0006320000000000001,0.0011300000000000001,0.001593,0.001184,0.0013369999999999999,0.002588,0.021303,8.263127,13.008077,15.962016,-50.055738
05-12-2019,12:36:08,0.0009480000000000001,0.0009660000000000001,0.001232,0.001031,0.0010810000000000001,0.000986,0.003036,0.021214,8.678674,13.144920999999998,15.005607000000001,-50.694346
05-12-2019,12:36:09,0.0009960000000000001,0.0008230000000000001,0.0010119999999999999,0.0008269999999999999,0.001018,0.001228,0.0009550000000000001,0.021432,8.5303,13.386028,14.086793,-49.913880999999996
05-12-2019,12:36:09,0.00078,0.000455,0.001353,0.00116,0.0013800000000000002,0.001372,0.003551,0.021232,9.718292,13.388535000000001,15.450728,-49.676282
05-12-2019,12:36:10,0.00078,0.0009599999999999999,0.001101,0.001433,0.001092,0.0010119999999999999,0.002134,0.021184,8.539323,12.829627,14.70084,-50.168521999999996
05-12-2019,12:36:11,0.000775,0.00078,0.001295,0.0012519999999999999,0.0013800000000000002,0.001052,0.001934,0.021169999999999998,9.559391999999999,12.875242,15.420151,-50.087819
05-12-2019,12:36:12,0.0006320000000000001,0.000731,0.000839,0.001117,0.000935,0.0010550000000000002,0.002343,0.021222,9.482699,12.090767,14.437176000000001,-49.916387
05-12-2019,12:36:13,0.000991,0.00074,0.0006129999999999999,0.000977,0.000859,0.001139,0.001957,0.021232,9.599994,12.300294000000001,14.642693,-49.832676
05-12-2019,12:36:14,0.000605,0.000677,0.000616,0.000915,0.001187,0.001033,0.002022,0.021255,8.277664,12.030114,14.523392999999999,-50.63219
05-12-2019,12:36:15,0.00115,0.000942,0.001369,0.001168,0.0008230000000000001,0.001393,0.001685,0.021224,8.103726,12.474734,15.510879000000001,-50.286319
05-12-2019,12:36:16,0.000834,0.0008990000000000001,0.001104,0.000964,0.000892,0.001114,0.002444,0.021227,9.499742,11.947405999999999,14.342437,-50.262258
05-12-2019,12:36:17,0.000677,0.000959,0.0009019999999999999,0.000603,0.0010400000000000001,0.001159,3.2e-05,0.021214,9.303247,12.628621,15.408121,-49.603097999999996
05-12-2019,12:36:18,0.000874,0.00056,0.00047999999999999996,0.0011619999999999998,0.001258,0.001184,0.001736,0.021283,8.018511,12.383002000000001,14.507352,-50.828685
05-12-2019,12:36:18,0.0009660000000000001,0.0008849999999999999,0.001395,0.000874,0.000776,0.00106,0.0010019999999999999,0.021158,8.659626,12.913338000000001,15.706372,-50.125413
05-12-2019,12:36:19,0.000582,0.000895,0.0007,0.001204,0.000859,0.0012699999999999999,0.001602,0.021226,8.438068,12.883764,14.47076,-50.134937
05-12-2019,12:36:20,0.000993,0.00065,0.000826,0.000908,0.0011480000000000001,0.001188,0.0032630000000000003,0.021266,8.181923,12.660200999999999,14.712369,-50.744471999999995
05-12-2019,12:36:21,0.000583,0.000715,0.001552,0.000762,0.0010630000000000001,0.001257,-0.00032900000000000003,0.021238999999999997,8.560877,11.513311999999999,15.679804999999998,-48.927396
05-12-2019,12:36:22,0.0009119999999999999,0.000773,0.001227,0.00137,0.001112,0.000933,0.003966,0.021164,8.888200999999999,11.956428,14.159977,-49.424649
05-12-2019,12:36:23,0.0009550000000000001,0.000739,0.000923,0.001227,0.0008320000000000001,0.001497,0.004275999999999999,0.021189,8.249592999999999,12.918351,14.403591,-49.494324
05-12-2019,12:36:24,0.0009279999999999999,0.0007480000000000001,0.001508,0.001584,0.000719,0.000852,0.001018,0.021247,8.800481,12.893288,15.642710999999998,-49.903856
05-12-2019,12:36:25,-0.005841,-0.001854,-0.00385,-0.0036829999999999996,-0.002419,-0.0041270000000000005,-0.002978,0.021261000000000002,8.733813,11.922342,14.865254,-49.896337
05-12-2019,12:36:26,-0.00495,-0.002141,-0.003918,-0.0035020000000000003,-0.002839,-0.004224,-0.004555,0.021193,8.874166,11.304787,15.599101999999998,-49.639189
05-12-2019,12:36:27,-0.005287,-0.002541,-0.003074,-0.0023539999999999998,-0.002889,-0.004169,-1e-05,0.021231,9.072666,11.670207000000001,14.627654999999999,-50.12792
05-12-2019,12:36:28,-0.005377000000000001,-0.0018739999999999998,-0.001983,-0.0026100000000000003,-0.003015,-0.003213,-0.0022170000000000002,0.021169,8.933314999999999,11.977481,14.683295000000001,-50.77906
05-12-2019,12:36:28,-0.010011,-0.0048259999999999996,-0.00984,-0.0060479999999999996,-0.006508,-0.006855,-0.0069099999999999995,0.021089,7.906229,11.578476,14.332913000000001,-50.120902
05-12-2019,12:36:29,-0.002345,-0.0018399999999999998,-0.0039369999999999995,-0.0029219999999999997,-0.0027559999999999998,-0.00456,-0.000708,0.021127,8.071645,11.99703,14.114363,-49.679790999999994
05-12-2019,12:36:30,-0.008462,-0.0034840000000000006,0.002198,-0.004627,0.000392,-0.0015119999999999999,-0.005787,0.021287,9.136828,12.771982000000001,15.277792000000002,-49.535428
05-12-2019,12:36:31,-0.00603,-0.002022,-0.002125,-0.002053,-0.002943,-0.004262,-0.00144,0.021188,8.949857000000002,12.096782000000001,15.152477,-50.622164
05-12-2019,12:36:32,-0.004914,-0.00145,-0.004404,-0.001573,-0.0036229999999999995,-0.004215,-0.002366,0.021276,9.855638,11.632112,14.684799,-49.747963
05-12-2019,12:36:33,-0.005184,-0.001838,-0.0022789999999999998,-0.0028190000000000003,-0.002163,-0.00323,-0.001795,0.021246,8.870156,10.917813,14.034161,-50.135940000000005
05-12-2019,12:36:34,-0.005181,-0.002509,-0.0032920000000000002,-0.003149,-0.003169,-0.00389,-0.00475,0.021256999999999998,7.972395,10.588985000000001,14.457226,-50.153985
05-12-2019,12:36:35,-0.005596,-0.002337,-0.002909,-0.002896,-0.002799,-0.003037,-0.00264,0.022716999999999998,9.048103999999999,10.749389,13.61711,-50.260754
05-12-2019,12:36:36,-0.0054600000000000004,-0.002278,-0.002704,-0.004027,-0.0021550000000000002,-0.0037310000000000004,-0.00011599999999999999,0.02274,7.884674,10.685728,13.136901000000002,-49.379535
05-12-2019,12:36:37,-0.005437,-0.001385,-0.002578,-0.003149,-0.0020239999999999998,-0.0030489999999999996,-0.002575,0.023579,8.374908999999999,10.893251,13.176501000000002,-49.895334000000005
05-12-2019,12:36:38,-0.005994,-0.0018579999999999998,-0.002484,-0.002595,-0.002426,-0.003372,-0.002202,0.025117,7.128771,10.254643,13.425628,-50.126917
05-12-2019,12:36:39,-0.005875,-0.002345,-0.0023239999999999997,-0.001607,-0.00206,-0.0034649999999999998,-0.000134,0.026467,6.721746,10.733849000000001,12.411073,-50.236694
05-12-2019,12:36:39,-0.004487,0.0010869999999999999,-0.007194,-0.003865,-0.001353,-0.00079,-0.005111,0.029113,6.693174000000001,9.049608000000001,13.246678,-50.389077
05-12-2019,12:36:40,-0.006878,-0.00035099999999999997,-0.000417,-0.0033979999999999995,-0.005612,-0.005096,0.0073,0.028881999999999998,6.536279,9.216528,11.629605,-50.729434999999995
05-12-2019,12:36:41,-0.007905,0.000556,0.00064,-0.0037259999999999997,-0.005377000000000001,-0.004071,0.004626,0.029441000000000002,6.6465559999999995,9.875187,11.284737,-49.976539
05-12-2019,12:36:42,-0.008929000000000001,-0.0018329999999999998,0.0019379999999999998,-0.0019370000000000001,-0.005972,-0.005201,0.0016710000000000002,0.028776999999999997,5.908197,10.480211,11.453662,-50.122406
05-12-2019,12:36:43,-0.006995,-0.0005059999999999999,0.003713,-0.00224,-0.005249,-0.005874,0.001979,0.028786000000000003,6.094165,9.988472,11.180975,-50.497851000000004
05-12-2019,12:36:44,-0.000754,-0.001546,-0.007517,-0.002931,3e-06,-0.00117,-0.002729,0.029445,6.865608,9.137329,10.956911,-50.217144
05-12-2019,12:36:45,-0.005201,-0.004922999999999999,-0.000373,0.001144,-0.00015,-0.0042049999999999995,-0.0024690000000000003,0.029729000000000002,7.024508,10.070679,11.586998,-51.093852000000005
05-12-2019,12:36:46,-0.007929,-0.003275,0.0019219999999999999,0.000585,-0.0048259999999999996,-0.006063000000000001,-0.001501,0.030557,5.144273,8.422028,11.730359,-50.089824
05-12-2019,12:36:47,-0.003829,-0.003693,-0.005933,-0.0032979999999999997,0.000531,-0.0025050000000000003,-0.00548,0.030187000000000002,4.231976,8.806496000000001,11.858181,-51.099365999999996
05-12-2019,12:36:48,-0.002702,0.000293,-0.0077659999999999995,-0.005862,-0.0014089999999999999,-0.001425,-0.002235,0.031047,5.360818,7.417497999999999,11.987005,-49.957992
05-12-2019,12:36:49,-0.0021969999999999997,-0.00535,-0.002355,0.000125,-0.00011999999999999999,-0.00424,-0.00433,0.030914999999999998,5.120212,8.331299000000001,11.187992999999999,-49.748464
05-12-2019,12:36:49,-0.001185,0.001267,-0.005877,-0.004932,-0.001852,-0.001585,0.0014449999999999999,0.031773,5.366332,8.411,10.906785000000001,-50.199099
05-12-2019,12:36:50,-0.007606,-0.00447,0.0021579999999999998,0.000291,-0.00248,-0.003812,-0.001385,0.032868,3.893624,9.997494999999999,11.918834,-50.266268
05-12-2019,12:36:51,-0.007626000000000001,-0.0038740000000000003,0.001343,0.000924,-0.003735,-0.005524,-0.004483,0.031724,5.42097,9.023541999999999,11.471206,-50.005612
05-12-2019,12:36:52,-0.004294,-0.005011,-0.001458,0.000174,-0.0017010000000000003,-0.004581,-0.0027,0.03245,4.2981419999999995,7.6054710000000005,10.499259,-50.310379
05-12-2019,12:36:53,-0.008311,-0.001604,0.003307,-0.003425,-0.005536,-0.004999,0.001745,0.032422,5.530245,8.902237,10.345872,-50.137444
05-12-2019,12:36:54,-0.007072,0.000592,-7.900000000000001e-05,-0.00425,-0.0061920000000000005,-0.002908,0.003872,0.032469,5.389390000000001,7.511234,10.796507,-50.009121
05-12-2019,12:36:55,-0.002467,-0.001955,-0.008568000000000001,-0.0024579999999999997,0.000719,-0.000659,-0.005437,0.033083999999999995,4.57534,7.4906820000000005,10.045115,-49.571017
05-12-2019,12:36:56,-0.0022199999999999998,-0.000295,-0.008178,-0.005035,0.00021600000000000002,-0.001727,-0.0045320000000000004,0.033639999999999996,4.688124,8.560376,9.538339,-51.053751
05-12-2019,12:36:57,-0.0033350000000000003,-0.003403,-0.006397,-0.0014880000000000002,0.000434,-0.0020829999999999998,-0.003746,0.034451,4.361301,8.977927000000001,10.723824,-50.759009000000006
05-12-2019,12:36:58,-0.006566,0.000657,-0.0023870000000000002,-0.006234,-0.004602,-0.001755,0.0006900000000000001,0.034698,4.312679,8.573409,10.557405000000001,-49.892828
05-12-2019,12:36:59,-0.002116,-0.003401,-0.009056,0.000248,0.000502,-0.001362,-0.00519,0.034275,4.0364830000000005,7.296192,10.215544,-49.414122
05-12-2019,12:37:00,-0.004609,-0.000839,-0.0043170000000000005,-0.005156,-0.005361,-0.005208,0.002978,0.034634,4.114179,7.918760000000001,9.682201,-49.807112
05-12-2019,12:37:00,-0.00047699999999999994,-0.0035240000000000002,-0.009119,-0.0029920000000000003,0.00118,-0.0010140000000000001,-0.007134000000000001,0.035017,3.980342,8.145331,11.130348,-49.586055
05-12-2019,12:37:01,-0.008537999999999999,-0.0032770000000000004,0.002777,-0.0017079999999999999,-0.004207,-0.005921,-0.00072,0.035256,3.878084,6.291663,9.964412,-48.954966
05-12-2019,12:37:02,-0.009075,-0.004501,0.0023309999999999997,-0.0012230000000000001,-0.0048579999999999995,-0.004944,-0.002947,0.036298000000000004,4.3021519999999995,6.8666100000000005,9.587964,-49.903856
05-12-2019,12:37:03,-0.007037999999999999,-0.003097,0.00124,-0.002471,-0.005743,-0.00536,0.000973,0.036289,3.711164,6.958341000000001,9.339839,-49.145947
05-12-2019,12:37:04,-0.005125,-0.003834,-0.005988,-0.0006519999999999999,-0.00022200000000000003,-0.0036200000000000004,-0.008434,0.036597000000000005,4.487118,6.658587,10.371938,-49.88982
05-12-2019,12:37:05,-0.001732,-0.000554,-0.007663,-0.00365,0.0008609999999999999,-0.000935,-0.007139,0.036483,4.139241999999999,6.136773000000001,10.09875,-48.675763
05-12-2019,12:37:06,-0.00607,-0.0048920000000000005,-0.00063,0.0006389999999999999,-0.00041900000000000005,-0.005613,-0.006531,0.036683999999999994,3.454518,7.141804,9.731826,-49.807112
05-12-2019,12:37:07,-0.003304,0.001018,-0.003192,-0.006072999999999999,-0.0038299999999999996,-0.003179,0.004949,0.036910000000000005,3.811918,7.223509,9.241591,-50.238197
05-12-2019,12:37:08,-0.003156,-0.002904,-0.008612999999999999,-0.0017620000000000001,0.0013369999999999999,-0.001157,-0.0051,0.037087,3.2850910000000004,6.771872,10.442115,-49.573524
05-12-2019,12:37:09,-0.005062,0.000295,0.000674,-0.006099,-0.004615,-0.004151,-0.0001,0.0379,3.3246910000000005,6.552319000000001,9.039081,-49.870771999999995
05-12-2019,12:37:10,-0.007377,-0.005013,-0.0034590000000000003,-0.000367,-0.0018690000000000002,-0.003963,-0.001598,0.037585,2.5472330000000003,7.067114999999999,9.625057,-50.402612
05-12-2019,12:37:10,-0.0009689999999999999,0.000638,-0.008128,-0.0037549999999999997,-0.000376,-0.001367,-0.004779,0.038436,3.0845860000000003,5.407937,9.379439,-49.424649
05-12-2019,12:37:11,-0.0067599999999999995,-0.002101,0.0025989999999999997,-0.001086,-0.0056890000000000005,-0.005681,-0.002206,0.038335,2.9587689999999998,6.913728999999999,9.183444999999999,-49.738439
05-12-2019,12:37:12,-0.003737,-0.005729,-0.0032259999999999997,-0.000769,0.000666,-0.004102000000000001,-0.0056890000000000005,0.038854,1.812884,6.458082,9.581949,-49.96501
05-12-2019,12:37:13,-0.001917,-0.000579,-0.008162,-0.004086,0.000762,-0.001112,-0.005711,0.038436,2.223919,6.2881540000000005,9.924812,-49.170509
05-12-2019,12:37:14,-0.0018789999999999998,-0.004232,-0.0050409999999999995,-0.0008449999999999999,0.000793,-0.003187,-0.003863,0.039019,3.6369769999999995,7.103708,9.238584,-49.286802
05-12-2019,12:37:15,-0.002206,-0.0007650000000000001,-0.009448999999999999,-0.00519,0.000858,-0.0014990000000000001,-0.007352,0.039245999999999996,2.691596,6.616480999999999,9.51879,-49.633174
05-12-2019,12:37:16,-0.004070000000000001,0.00098,-0.001083,-0.005221,-0.003207,-0.0034729999999999995,0.000124,0.039632,2.7096419999999997,5.609445,8.822035000000001,-49.931926000000004
05-12-2019,12:37:17,-0.006640000000000001,-0.004541,-0.000884,0.000363,-0.0012519999999999999,-0.004254,-0.0015220000000000001,0.039982,3.349754,7.389427,9.238584,-49.771522
05-12-2019,12:37:18,-0.009436,-0.002159,0.00193,-0.0005610000000000001,-0.005807,-0.005568,-0.001586,0.040532,1.7893240000000001,6.060079,9.22505,-49.969521
05-12-2019,12:37:19,-0.0014470000000000002,-0.002729,-0.008534,-0.0039020000000000005,0.0012900000000000001,-0.002015,-0.0067209999999999995,0.040882999999999996,3.347749,6.152312,8.175908,-48.717368
05-12-2019,12:37:20,-0.006959,-0.00032900000000000003,0.001639,-0.002877,-0.0048850000000000005,-0.005508,0.004909,0.041145,1.924665,6.246549,8.057109,-49.470264
05-12-2019,12:37:21,-0.0067480000000000005,0.000984,-0.00040899999999999997,-0.0033420000000000004,-0.005029,-0.003906,-0.000488,0.041469,2.75275,7.4731380000000005,7.989438000000001,-50.176542
05-12-2019,12:37:21,-0.00317,-0.0006929999999999999,-0.008157,-0.003704,0.0017699999999999999,-0.001105,-0.002491,0.041381,2.1251700000000002,5.729246,9.171916,-49.824656
05-12-2019,12:37:22,-0.001184,-0.0038229999999999996,-0.007921,-0.0020670000000000003,0.000246,-0.002575,-0.006576,0.041425,1.8635110000000001,6.843552000000001,8.944844,-49.784054
05-12-2019,12:37:23,-0.00242,-0.001611,-0.005718,-0.001353,0.001382,-0.001295,-0.003913000000000001,0.041723,1.809375,7.193434,8.324783,-49.003087
05-12-2019,12:37:24,-0.007945,-0.004993,0.0006190000000000001,0.001144,-0.003751,-0.005875,-0.005415,0.042134,2.097099,5.561825,7.86713,-49.257227
05-12-2019,12:37:25,-0.006784,-0.004739,0.003464,8.2e-05,-0.004021,-0.005673,0.004388,0.042662,0.916125,6.638536,8.811508,-50.132431
05-12-2019,12:37:26,-0.00213,-0.0031149999999999997,-0.006601,-0.000938,0.001222,-0.002916,-0.0073030000000000005,0.042466000000000004,1.440947,6.8991929999999995,9.280189,-49.908367
05-12-2019,12:37:27,-0.008556,-0.005248,0.002997,-0.0006389999999999999,-0.005686,-0.005501,0.005024,0.042911000000000005,1.385307,5.413451,7.307721000000001,-50.084309999999995
05-12-2019,12:37:28,-0.008217,-0.000599,0.000398,-0.004656,-0.006378,-0.00406,0.0038810000000000003,0.043542000000000004,2.1742939999999997,4.578348,7.752842,-50.602114
05-12-2019,12:37:29,-0.007276,0.001052,0.001078,-0.0034119999999999997,-0.005958,-0.004155,0.001882,0.044086,1.6574919999999997,4.707674,8.493708,-49.037172999999996
05-12-2019,12:37:30,-0.00233,-0.005248,-0.007065999999999999,-0.002117,0.000153,-0.002843,-0.000753,0.04406,1.052469,5.529243,7.443563,-49.538435
05-12-2019,12:37:30,-0.005422,0.00186,-0.0074140000000000005,-0.0063939999999999995,-0.002902,-0.0014759999999999999,-0.0011330000000000001,0.044122,1.296583,5.9698519999999995,7.399953999999999,-49.313368
05-12-2019,12:37:31,-0.008409999999999999,-0.002393,0.002617,-0.000796,-0.005612,-0.005614,0.0017809999999999998,0.044606,1.658996,4.697648,6.639539,-49.694829
05-12-2019,12:37:32,-0.008623,-0.002806,0.0033229999999999996,0.000556,-0.0032340000000000003,-0.006227,0.001067,0.044873,0.8208850000000001,5.975867,6.576881,-50.000599
05-12-2019,12:37:33,-0.000646,-0.001025,-0.009072,-0.002801,0.000583,-0.0011539999999999999,-0.006638,0.044564,1.300593,5.682128,7.558853999999999,-48.72639
05-12-2019,12:37:34,-0.0017640000000000002,0.00011100000000000001,-0.009418000000000001,-0.005686,0.00028199999999999997,-0.000891,-0.0040880000000000005,0.045014,1.17628,4.496141000000001,6.865608,-49.300336
05-12-2019,12:37:35,-0.002581,-0.0038179999999999998,-5.3e-05,-0.001021,-0.004636,-0.002074,-0.0018579999999999998,0.04514,0.81487,5.704683999999999,7.679157000000001,-49.755482
05-12-2019,12:37:36,-0.009170999999999999,0.000443,-0.003134,-0.0026260000000000003,0.0009279999999999999,-0.003975,-0.000134,0.045249,0.772263,3.944752,7.393938,-49.398082
05-12-2019,12:37:37,-0.005024,0.0008449999999999999,-0.008579,-4.4e-05,-0.00414,-0.005668,0.0024460000000000003,0.04609,0.69557,4.815946,7.1237580000000005,-49.895334000000005
05-12-2019,12:37:38,-0.0040490000000000005,0.000308,0.052541,-0.00018999999999999998,-0.004469,-0.006527,0.006059,0.045959,0.411855,4.047511,7.321757000000001,-50.911393
05-12-2019,12:37:39,-0.004845,-0.004025,0.002281,-0.005296,-0.002298,-0.0009109999999999999,-0.0036369999999999996,0.046304000000000005,0.368747,4.661557,6.478132,-49.599088
05-12-2019,12:37:40,-0.005352,0.0007440000000000001,-0.005386999999999999,-0.0006230000000000001,-0.002628,-0.005779,-3.3e-05,0.046398,0.133154,3.364291,6.170858,-50.964025
05-12-2019,12:37:41,-0.002125,-0.001198,-0.007239,0.000592,-0.0057,-0.005828,0.002323,0.046643000000000004,0.553713,4.5898769999999995,6.747310000000001,-49.953982
05-12-2019,12:37:41,-0.002123,-0.000697,-0.007073,0.000239,-0.0058119999999999995,-0.004353,-0.002262,0.046558999999999996,1.324654,3.4795809999999996,6.782398,-49.589564
