,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,33.86434193894286
16,0.0
17,0.0
18,4.335402041865602
19,18.558924600538173
20,4.431097894585049
21,0.0
22,0.0
23,1.9227054910381978
24,0.0
25,3.8560954932226137
26,443.8449600479653
27,79.83358736714763
28,59.93040868082133
29,14.519025276836208
30,20.788214541844507
31,42.65064068035494
32,20.52886425013206
33,13.828724785252655
34,0.0
35,0.0
36,0.0
37,0.12064528026684769
38,137.94176719917706
39,0.0
40,0.9931425426151309
41,5.652543319863714
42,0.0
43,0.0
44,0.0
45,0.0
46,41.526402083077514
47,14.12428242599213
48,0.0
49,0.4900447989395517
50,2.1779316738934655
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,7.625229619193668
57,4.718786576951368
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,4.475649336059273
65,13.218039999623178
66,7.220974082111595
67,0.0368440172468365
68,11.337335639076846
69,88.69845253203886
70,2.6875906619822314
71,0.0
72,42.403598079896774
73,0.0
74,0.0
75,0.0
76,0.0
77,272.5613647814813
78,10.5916140061907
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,221.5993405336504
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,4.848799302893791
110,0.0
111,10.756823002413288
112,42.88366564581817
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,9.46534984764683
120,0.22811045737850644
121,135.2685433679438
122,20.28927456235949
123,212.58257028741522
124,4.057082162332199
125,4.504024045623803
126,230.33725051499226
127,31.0021967514132
128,41.23207073782381
129,2.568711992653343
130,23.74938067998695
131,0.5315353894234665
132,0.4663903372538709
133,2.1930209337163693
134,2.75745327548113
135,0.0
136,0.0
137,0.0
138,3.0844444267714404
139,7.519838993460842
140,165.64302672089627
141,21.436639010181644
142,12.306651677015356
143,14.703005107718706
144,2.8433212616115955
145,0.0
146,0.0
147,0.0
148,13.528095580512929
149,39.09622792190719
150,7.808836446199235
151,5.947616099471116
152,0.0
153,0.0
154,1.2309334774127656
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,3.144509174170808
161,8.902006489113086
162,113.6412944022872
163,0.0
164,0.0
165,0.0
166,0.0
167,15.061620068611013
168,0.0
169,0.0
170,0.38428721561835555
171,0.0
172,0.7151136838088524
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,13.369911841355943
189,2.302395312632821
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,6.491281660835161
198,45.436263522145055
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,11.674261880586403
213,0.0
214,0.0
215,2.3145964771156673
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,3.1605283636057755
225,33.67148333776497
226,0.0
227,0.0
228,0.0
229,5.844912910197535
230,0.0
231,0.0
232,17.281548549040938
233,1.7359091963244055
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,50.49433281567141
241,0.0
242,14.253974226160697
243,0.0
244,0.0
245,0.0
246,44.929061478388405
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,8.721522567287344
268,9.490010597048943
269,13.60727842054141
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,10.066409923541933
277,29.39760481141553
278,4.826546238863257
279,0.0
280,8.14146138245357
281,0.0
282,0.0
283,0.0
284,409.3885150078892
285,0.0
286,0.0
287,31.228746143676506
288,0.0
289,0.0
290,0.0
291,9.540225418878293
292,0.0
293,0.0
294,0.0
295,4.598609969410132
296,0.27428922259126765
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,87.43716578944881
303,0.4883076045935912
304,0.0
305,16.019337966374177
306,0.0
307,8.73930658577788
308,0.0
309,20000.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,109.84776199900658
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,9.003431941127847
335,0.0
336,0.0
337,0.0
338,0.5010898719656672
339,12.145843057578432
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,12.049942977464452
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.4864461539965409
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,7.869926100522147
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,9.053505654790392
399,0.0
400,1.813810256489013
401,0.0
402,0.0
403,0.0
404,17.33568251236056
405,89.88693824496445
406,0.0
407,0.0
408,10.126864621631357
409,0.0
410,0.0
411,82.31978468120948
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,3.10623247159837
420,54.27677795247118
421,0.0
422,0.0
423,0.0
424,35.5445311188124
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,3.9525510891069326
431,0.0
432,127.59527611575933
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,2.0111076325295754
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,13.014899100865975
475,0.0
476,282.01674844641997
477,130.55450449210895
478,175.28161278998778
479,216.09426001819907
480,68.22856772174457
481,15.85136476609665
