,C12,C13,C14,C15,C16,C17,C18,C22,C23,C24,C25,C26,C27,C28,LA2,LA3
0,7.22917909908193,5.3093535562680545,7.373219692514503,6.549776305756868,14.084308110450296,4.511158975411528,8.097681764499658,-27.631021114647265,-17.496541675560398,3.1043850774350585,-27.631021115928547,5.497505603980119,-15.976577701622753,-22.57875093377012,-27.631021115928547,-27.631021115928547
1,21.37352475078666,-27.631021115928547,20.644407153602653,23.50219535767914,-27.631021115928547,20.71139279147882,17.50198504678198,8.248050402208014,25.523132253305306,-27.631021115928547,18.96842248238211,-27.631021115928547,23.529245542233635,-27.631021115928547,-24.313563983138067,-27.631021115928547
2,-17.373688460636046,-3.0343590302171677,-1.9079178176183509,-27.631021115928547,-27.631021115928547,-5.409914943481559,-27.63102111560188,-27.630949644375153,-20.35674961229863,-27.631021115928547,-14.50634193927919,-15.903593824833418,-27.631021115928547,-17.658815138418454,-27.631021115928547,-27.631020408417303
3,15.307262875767062,-27.631021115928547,-27.631021115928547,-11.061626713681662,-27.631021115928547,33.86327077192393,-27.63102110849481,-27.57111015840711,5.139030281025102,-27.631021115928547,21.28152076836713,28.30269716504711,-27.631021115928547,-27.631021115928547,-27.631021115406337,-27.631021115928547
4,20000.0,-27.631021115928547,615.4087714250967,20000.0,-27.631021115928547,170.93831794718957,20000.0,652.5612796875823,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,590.1182714806816,-27.631021115928547,648.247236880123,-27.631021115928547
5,579.8104769243174,20000.0,532.2956623735621,79.65353657055378,-27.631021115928547,-27.631021115928547,20000.0,646.8969764056282,-27.631021115928547,608.8930454163321,697.1160731153967,-27.631021115928547,693.7103927361733,-27.631021115928547,-27.631021115928547,-27.631021115928547
6,-27.631021115928547,49.04870711129536,-27.631021115928547,51.30573204106607,-27.631021115928547,-27.630931838092994,36.86543311001873,-27.631021115928547,-27.631021115928547,8.866029823678476,40.15827601671031,45.06332350618157,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547
7,136.0736551956154,702.1899475805952,-27.631021115928547,681.8591146564117,602.3062525968759,20000.0,624.8243228377411,407.7380482379534,195.07912150485197,632.7999377685262,416.50544543247184,20000.0,20000.0,-27.631021115928547,-27.631021115928547,436.1952034502651
8,20000.0,20000.0,20000.0,693.5491588250164,580.5043844436951,20000.0,20000.0,634.2926530517785,-27.631021115928547,20000.0,20000.0,-27.631021115928547,20000.0,-27.631021115928547,-27.631021115928547,-27.631021115928547
9,20000.0,20000.0,20000.0,20000.0,687.90376917575,20000.0,20000.0,709.7450587012128,-27.631021115928547,267.8315389955222,20000.0,696.0214885247403,20000.0,185.45733410590904,-27.631021115928547,431.37169617840925
10,20000.0,20000.0,346.4245193425135,-27.631021115928547,381.5314362565449,648.8878403811436,20000.0,707.8947470515554,-27.631021115928547,-27.631021115928547,20000.0,-27.631021115928547,20000.0,20000.0,-27.631021115928547,-27.631021115928547
11,170.36306740183846,341.560737751982,-27.631021115928547,-27.631021115928547,230.12894415923842,203.61321885533133,-27.631021115928547,324.91088489017034,-27.631021115928547,-27.631021115928547,314.70126639759354,338.75224399917374,330.7377499400463,272.8623165621531,-27.631021115928547,102.49635843864779
12,20000.0,20000.0,20000.0,20000.0,20000.0,437.23227818534247,20000.0,379.1586300676083,-27.631021115928547,-27.631021115928547,-27.631021115928547,677.2576388227493,20000.0,20000.0,-27.631021115928547,-27.631021115928547
13,209.1735120218922,188.11334980784355,206.25166133802583,201.6961943391155,83.15154883230404,-27.631021115928547,131.58337912449036,191.2689726557069,97.00843238330326,-27.631021115928547,193.41882804926257,210.2909571050824,154.4277183153835,73.41615683583667,-27.631021115928547,-27.631021115928547
14,-27.631021115928547,-27.631021115928547,20000.0,633.9868092930234,-27.631021115928547,378.38719578574717,532.2680842250433,272.07286405538713,172.13281168618832,-27.631021115928547,643.3672329668747,375.96516142649637,20000.0,631.7467378899424,-27.631021115928547,645.5800620318669
15,677.3675082317241,637.7983764561872,709.2795029609905,682.8369941428325,-27.631021115928547,188.39745347708302,583.0149895071413,699.4328700198851,703.0186162093148,-27.631021115928547,645.0580775815664,144.8112605459353,20000.0,621.333072403436,-27.631021115928547,666.0512024049401
16,652.3286680619366,618.6617029360553,566.1328137820226,20000.0,546.6570615597744,216.24769314516914,20000.0,20000.0,-27.631021115928547,405.01552885699107,-27.631021115928547,-27.631021115928547,656.1333992811434,-27.631021115928547,-27.631021115928547,-27.631021115928547
17,11.599880870611857,-27.631021115928547,88.9222030331865,141.66076220980733,59.302617695555256,22.433918059879847,141.45684548260752,131.05624838251254,123.29573006756948,122.93337572589105,100.53676487249972,155.58605662300263,-27.631021115928547,-27.631021115928547,-27.631021115928547,60.58512876772813
18,-27.631021115928547,-27.631021115928547,-27.631021115928547,685.7820307890879,-27.631021115928547,657.6327316056472,494.8910526619419,633.8286262964899,-27.631021115928547,20000.0,20000.0,20000.0,610.8703917699062,-27.631021115928547,-27.631021115928547,521.3783898272296
19,690.048411284033,-27.631021115928547,-27.631021115928547,707.798493958756,240.4443810427763,-27.631021115928547,20000.0,20000.0,366.6024757700382,686.9168845947339,490.7410064930347,20000.0,-27.631021115928547,688.9292969142396,-27.631021115928547,-27.631021115928547
